"sex","region","year",Average monthly salary in the municipalities
"men","1487 Vänersborg","2013",25900
"men","1487 Vänersborg","2014",26500
"men","1487 Vänersborg","2015",27100
"men","1487 Vänersborg","2016",27300
"men","1487 Vänersborg","2017",28600
"men","1487 Vänersborg","2018",29400
"men","1487 Vänersborg","2019",30300
"men","1487 Vänersborg","2020",31300
"men","1488 Trollhättan","2007",23100
"men","1488 Trollhättan","2008",25200
"men","1488 Trollhättan","2009",25800
"men","1488 Trollhättan","2010",26000
"men","1488 Trollhättan","2011",26200
"men","1488 Trollhättan","2012",26200
"men","1488 Trollhättan","2013",25700
"men","1488 Trollhättan","2014",26800
"men","1488 Trollhättan","2015",27300
"men","1488 Trollhättan","2016",28200
"men","1488 Trollhättan","2017",28700
"men","1488 Trollhättan","2018",29300
"men","1488 Trollhättan","2019",30400
"men","1488 Trollhättan","2020",31100
"men","1489 Alingsås","2007",23200
"men","1489 Alingsås","2008",24700
"men","1489 Alingsås","2009",25400
"men","1489 Alingsås","2010",25300
"men","1489 Alingsås","2011",26000
"men","1489 Alingsås","2012",25900
"men","1489 Alingsås","2013",27200
"men","1489 Alingsås","2014",27800
"men","1489 Alingsås","2015",28700
"men","1489 Alingsås","2016",29600
"men","1489 Alingsås","2017",30200
"men","1489 Alingsås","2018",30700
"men","1489 Alingsås","2019",31800
"men","1489 Alingsås","2020",32600
"men","1490 Borås","2007",22400
"men","1490 Borås","2008",23600
"men","1490 Borås","2009",24100
"men","1490 Borås","2010",24600
"men","1490 Borås","2011",25100
"men","1490 Borås","2012",26000
"men","1490 Borås","2013",26700
"men","1490 Borås","2014",27400
"men","1490 Borås","2015",28200
"men","1490 Borås","2016",28800
"men","1490 Borås","2017",30000
"men","1490 Borås","2018",30500
"men","1490 Borås","2019",31200
"men","1490 Borås","2020",32000
"men","1491 Ulricehamn","2007",23300
"men","1491 Ulricehamn","2008",25000
"men","1491 Ulricehamn","2009",25100
"men","1491 Ulricehamn","2010",25200
"men","1491 Ulricehamn","2011",25700
"men","1491 Ulricehamn","2012",26200
"men","1491 Ulricehamn","2013",26900
"men","1491 Ulricehamn","2014",28000
"men","1491 Ulricehamn","2015",28800
"men","1491 Ulricehamn","2016",29200
"men","1491 Ulricehamn","2017",30500
"men","1491 Ulricehamn","2018",31200
"men","1491 Ulricehamn","2019",31700
"men","1491 Ulricehamn","2020",31900
"men","1492 Åmål","2007",23400
"men","1492 Åmål","2008",24800
"men","1492 Åmål","2009",25700
"men","1492 Åmål","2010",26100
"men","1492 Åmål","2011",26000
"men","1492 Åmål","2012",26200
"men","1492 Åmål","2013",27800
"men","1492 Åmål","2014",28500
"men","1492 Åmål","2015",29200
"men","1492 Åmål","2016",29800
"men","1492 Åmål","2017",30400
"men","1492 Åmål","2018",31300
"men","1492 Åmål","2019",32100
"men","1492 Åmål","2020",33200
"men","1493 Mariestad","2007",23200
"men","1493 Mariestad","2008",24100
"men","1493 Mariestad","2009",24900
"men","1493 Mariestad","2010",25800
"men","1493 Mariestad","2011",26700
"men","1493 Mariestad","2012",27000
"men","1493 Mariestad","2013",27500
"men","1493 Mariestad","2014",28100
"men","1493 Mariestad","2015",28700
"men","1493 Mariestad","2016",29900
"men","1493 Mariestad","2017",30500
"men","1493 Mariestad","2018",31300
"men","1493 Mariestad","2019",31600
"men","1493 Mariestad","2020",32200
"men","1494 Lidköping","2007",23300
"men","1494 Lidköping","2008",24400
"men","1494 Lidköping","2009",25400
"men","1494 Lidköping","2010",25800
"men","1494 Lidköping","2011",26100
"men","1494 Lidköping","2012",27000
"men","1494 Lidköping","2013",27500
"men","1494 Lidköping","2014",28600
"men","1494 Lidköping","2015",28800
"men","1494 Lidköping","2016",29700
"men","1494 Lidköping","2017",30700
"men","1494 Lidköping","2018",31500
"men","1494 Lidköping","2019",32000
"men","1494 Lidköping","2020",32900
"men","1495 Skara","2007",24600
"men","1495 Skara","2008",25200
"men","1495 Skara","2009",26000
"men","1495 Skara","2010",26900
"men","1495 Skara","2011",26400
"men","1495 Skara","2012",27100
"men","1495 Skara","2013",27400
"men","1495 Skara","2014",28200
"men","1495 Skara","2015",28400
"men","1495 Skara","2016",28800
"men","1495 Skara","2017",30000
"men","1495 Skara","2018",31200
"men","1495 Skara","2019",31600
"men","1495 Skara","2020",32600
"men","1496 Skövde","2007",23500
"men","1496 Skövde","2008",24700
"men","1496 Skövde","2009",25500
"men","1496 Skövde","2010",25700
"men","1496 Skövde","2011",26500
"men","1496 Skövde","2012",27200
"men","1496 Skövde","2013",27900
"men","1496 Skövde","2014",28700
"men","1496 Skövde","2015",28900
"men","1496 Skövde","2016",30100
"men","1496 Skövde","2017",30500
"men","1496 Skövde","2018",31300
"men","1496 Skövde","2019",32500
"men","1496 Skövde","2020",33200
"men","1497 Hjo","2007",22600
"men","1497 Hjo","2008",24100
"men","1497 Hjo","2009",24600
"men","1497 Hjo","2010",25300
"men","1497 Hjo","2011",26000
"men","1497 Hjo","2012",26500
"men","1497 Hjo","2013",26800
"men","1497 Hjo","2014",27200
"men","1497 Hjo","2015",28100
"men","1497 Hjo","2016",28500
"men","1497 Hjo","2017",28900
"men","1497 Hjo","2018",29700
"men","1497 Hjo","2019",30300
"men","1497 Hjo","2020",31300
"men","1498 Tidaholm","2007",22400
"men","1498 Tidaholm","2008",23800
"men","1498 Tidaholm","2009",23800
"men","1498 Tidaholm","2010",23900
"men","1498 Tidaholm","2011",24800
"men","1498 Tidaholm","2012",25700
"men","1498 Tidaholm","2013",26600
"men","1498 Tidaholm","2014",27400
"men","1498 Tidaholm","2015",27500
"men","1498 Tidaholm","2016",28500
"men","1498 Tidaholm","2017",30000
"men","1498 Tidaholm","2018",30500
"men","1498 Tidaholm","2019",31500
"men","1498 Tidaholm","2020",31900
"men","1499 Falköping","2007",23700
"men","1499 Falköping","2008",24800
"men","1499 Falköping","2009",25300
"men","1499 Falköping","2010",25800
"men","1499 Falköping","2011",26200
"men","1499 Falköping","2012",26800
"men","1499 Falköping","2013",27300
"men","1499 Falköping","2014",27900
"men","1499 Falköping","2015",28400
"men","1499 Falköping","2016",29000
"men","1499 Falköping","2017",30100
"men","1499 Falköping","2018",30600
"men","1499 Falköping","2019",31200
"men","1499 Falköping","2020",32200
"men","1715 Kil","2007",22300
"men","1715 Kil","2008",23600
"men","1715 Kil","2009",24300
"men","1715 Kil","2010",25400
"men","1715 Kil","2011",26000
"men","1715 Kil","2012",26600
"men","1715 Kil","2013",27200
"men","1715 Kil","2014",28600
"men","1715 Kil","2015",29700
"men","1715 Kil","2016",29700
"men","1715 Kil","2017",30400
"men","1715 Kil","2018",30900
"men","1715 Kil","2019",31700
"men","1715 Kil","2020",32600
"men","1730 Eda","2007",23600
"men","1730 Eda","2008",25300
"men","1730 Eda","2009",25200
"men","1730 Eda","2010",25700
"men","1730 Eda","2011",26000
"men","1730 Eda","2012",26700
"men","1730 Eda","2013",27700
"men","1730 Eda","2014",28400
"men","1730 Eda","2015",28900
"men","1730 Eda","2016",28900
"men","1730 Eda","2017",29300
"men","1730 Eda","2018",28800
"men","1730 Eda","2019",30000
"men","1730 Eda","2020",30200
"men","1737 Torsby","2007",23100
"men","1737 Torsby","2008",24800
"men","1737 Torsby","2009",25700
"men","1737 Torsby","2010",25800
"men","1737 Torsby","2011",26700
"men","1737 Torsby","2012",27100
"men","1737 Torsby","2013",27400
"men","1737 Torsby","2014",28800
"men","1737 Torsby","2015",29400
"men","1737 Torsby","2016",29600
"men","1737 Torsby","2017",30700
"men","1737 Torsby","2018",31300
"men","1737 Torsby","2019",31900
"men","1737 Torsby","2020",32800
"men","1760 Storfors","2007",23900
"men","1760 Storfors","2008",24900
"men","1760 Storfors","2009",25900
"men","1760 Storfors","2010",26000
"men","1760 Storfors","2011",27600
"men","1760 Storfors","2012",28400
"men","1760 Storfors","2013",28700
"men","1760 Storfors","2014",29800
"men","1760 Storfors","2015",30400
"men","1760 Storfors","2016",30800
"men","1760 Storfors","2017",32000
"men","1760 Storfors","2018",32300
"men","1760 Storfors","2019",34200
"men","1760 Storfors","2020",34700
"men","1761 Hammarö","2007",22300
"men","1761 Hammarö","2008",23400
"men","1761 Hammarö","2009",24100
"men","1761 Hammarö","2010",24500
"men","1761 Hammarö","2011",24800
"men","1761 Hammarö","2012",25500
"men","1761 Hammarö","2013",26400
"men","1761 Hammarö","2014",26900
"men","1761 Hammarö","2015",27200
"men","1761 Hammarö","2016",28100
"men","1761 Hammarö","2017",29600
"men","1761 Hammarö","2018",30300
"men","1761 Hammarö","2019",31000
"men","1761 Hammarö","2020",31400
"men","1762 Munkfors","2007",23000
"men","1762 Munkfors","2008",24100
"men","1762 Munkfors","2009",24900
"men","1762 Munkfors","2010",25400
"men","1762 Munkfors","2011",26600
"men","1762 Munkfors","2012",26700
"men","1762 Munkfors","2013",27100
"men","1762 Munkfors","2014",27500
"men","1762 Munkfors","2015",28900
"men","1762 Munkfors","2016",29600
"men","1762 Munkfors","2017",30500
"men","1762 Munkfors","2018",31800
"men","1762 Munkfors","2019",31200
"men","1762 Munkfors","2020",32700
"men","1763 Forshaga","2007",22100
"men","1763 Forshaga","2008",23500
"men","1763 Forshaga","2009",23700
"men","1763 Forshaga","2010",24300
"men","1763 Forshaga","2011",25300
"men","1763 Forshaga","2012",25100
"men","1763 Forshaga","2013",26000
"men","1763 Forshaga","2014",26900
"men","1763 Forshaga","2015",26800
"men","1763 Forshaga","2016",28000
"men","1763 Forshaga","2017",28600
"men","1763 Forshaga","2018",29700
"men","1763 Forshaga","2019",30100
"men","1763 Forshaga","2020",30600
"men","1764 Grums","2007",23000
"men","1764 Grums","2008",24500
"men","1764 Grums","2009",24800
"men","1764 Grums","2010",25700
"men","1764 Grums","2011",25900
"men","1764 Grums","2012",26200
"men","1764 Grums","2013",27600
"men","1764 Grums","2014",28200
"men","1764 Grums","2015",29200
"men","1764 Grums","2016",30000
"men","1764 Grums","2017",29400
"men","1764 Grums","2018",30800
"men","1764 Grums","2019",30900
"men","1764 Grums","2020",31100
"men","1765 Årjäng","2007",22700
"men","1765 Årjäng","2008",24200
"men","1765 Årjäng","2009",24600
"men","1765 Årjäng","2010",25400
"men","1765 Årjäng","2011",25700
"men","1765 Årjäng","2012",26600
"men","1765 Årjäng","2013",28200
"men","1765 Årjäng","2014",28400
"men","1765 Årjäng","2015",28300
"men","1765 Årjäng","2016",29100
"men","1765 Årjäng","2017",29500
"men","1765 Årjäng","2018",30300
"men","1765 Årjäng","2019",31500
"men","1765 Årjäng","2020",32200
"men","1766 Sunne","2007",23500
"men","1766 Sunne","2008",24200
"men","1766 Sunne","2009",24600
"men","1766 Sunne","2010",24900
"men","1766 Sunne","2011",25200
"men","1766 Sunne","2012",25000
"men","1766 Sunne","2013",26300
"men","1766 Sunne","2014",27800
"men","1766 Sunne","2015",28700
"men","1766 Sunne","2016",29100
"men","1766 Sunne","2017",29900
"men","1766 Sunne","2018",30100
"men","1766 Sunne","2019",30900
"men","1766 Sunne","2020",31800
"men","1780 Karlstad","2007",23600
"men","1780 Karlstad","2008",24800
"men","1780 Karlstad","2009",25500
"men","1780 Karlstad","2010",25700
"men","1780 Karlstad","2011",26100
"men","1780 Karlstad","2012",27300
"men","1780 Karlstad","2013",28300
"men","1780 Karlstad","2014",28900
"men","1780 Karlstad","2015",29500
"men","1780 Karlstad","2016",30200
"men","1780 Karlstad","2017",30800
"men","1780 Karlstad","2018",31500
"men","1780 Karlstad","2019",32000
"men","1780 Karlstad","2020",32600
"men","1781 Kristinehamn","2007",23900
"men","1781 Kristinehamn","2008",24800
"men","1781 Kristinehamn","2009",25500
"men","1781 Kristinehamn","2010",26200
"men","1781 Kristinehamn","2011",26200
"men","1781 Kristinehamn","2012",27000
"men","1781 Kristinehamn","2013",27900
"men","1781 Kristinehamn","2014",29000
"men","1781 Kristinehamn","2015",29000
"men","1781 Kristinehamn","2016",28900
"men","1781 Kristinehamn","2017",29300
"men","1781 Kristinehamn","2018",29600
"men","1781 Kristinehamn","2019",30300
"men","1781 Kristinehamn","2020",30900
"men","1782 Filipstad","2007",22200
"men","1782 Filipstad","2008",23300
"men","1782 Filipstad","2009",24300
"men","1782 Filipstad","2010",24800
"men","1782 Filipstad","2011",25300
"men","1782 Filipstad","2012",25700
"men","1782 Filipstad","2013",26900
"men","1782 Filipstad","2014",27400
"men","1782 Filipstad","2015",28300
"men","1782 Filipstad","2016",28500
"men","1782 Filipstad","2017",29100
"men","1782 Filipstad","2018",29500
"men","1782 Filipstad","2019",30500
"men","1782 Filipstad","2020",31300
"men","1783 Hagfors","2007",23200
"men","1783 Hagfors","2008",24300
"men","1783 Hagfors","2009",25000
"men","1783 Hagfors","2010",24500
"men","1783 Hagfors","2011",25900
"men","1783 Hagfors","2012",26800
"men","1783 Hagfors","2013",26900
"men","1783 Hagfors","2014",27300
"men","1783 Hagfors","2015",27800
"men","1783 Hagfors","2016",27900
"men","1783 Hagfors","2017",28600
"men","1783 Hagfors","2018",29500
"men","1783 Hagfors","2019",29500
"men","1783 Hagfors","2020",30100
"men","1784 Arvika","2007",23100
"men","1784 Arvika","2008",24300
"men","1784 Arvika","2009",25100
"men","1784 Arvika","2010",25200
"men","1784 Arvika","2011",25700
"men","1784 Arvika","2012",26600
"men","1784 Arvika","2013",27300
"men","1784 Arvika","2014",28000
"men","1784 Arvika","2015",28300
"men","1784 Arvika","2016",28700
"men","1784 Arvika","2017",29800
"men","1784 Arvika","2018",29800
"men","1784 Arvika","2019",30200
"men","1784 Arvika","2020",31000
"men","1785 Säffle","2007",22900
"men","1785 Säffle","2008",24100
"men","1785 Säffle","2009",25400
"men","1785 Säffle","2010",25700
"men","1785 Säffle","2011",25400
"men","1785 Säffle","2012",26500
"men","1785 Säffle","2013",27100
"men","1785 Säffle","2014",27600
"men","1785 Säffle","2015",28000
"men","1785 Säffle","2016",29000
"men","1785 Säffle","2017",29800
"men","1785 Säffle","2018",30600
"men","1785 Säffle","2019",30400
"men","1785 Säffle","2020",31800
"men","1814 Lekeberg","2007",23600
"men","1814 Lekeberg","2008",24200
"men","1814 Lekeberg","2009",24900
"men","1814 Lekeberg","2010",24900
"men","1814 Lekeberg","2011",26700
"men","1814 Lekeberg","2012",26500
"men","1814 Lekeberg","2013",28000
"men","1814 Lekeberg","2014",28100
"men","1814 Lekeberg","2015",28200
"men","1814 Lekeberg","2016",28700
"men","1814 Lekeberg","2017",29300
"men","1814 Lekeberg","2018",30400
"men","1814 Lekeberg","2019",30800
"men","1814 Lekeberg","2020",31300
"men","1860 Laxå","2007",25800
"men","1860 Laxå","2008",27100
"men","1860 Laxå","2009",27300
"men","1860 Laxå","2010",27700
"men","1860 Laxå","2011",26600
"men","1860 Laxå","2012",27600
"men","1860 Laxå","2013",30100
"men","1860 Laxå","2014",29600
"men","1860 Laxå","2015",30200
"men","1860 Laxå","2016",29900
"men","1860 Laxå","2017",31400
"men","1860 Laxå","2018",31000
"men","1860 Laxå","2019",32400
"men","1860 Laxå","2020",32700
"men","1861 Hallsberg","2007",23200
"men","1861 Hallsberg","2008",24300
"men","1861 Hallsberg","2009",24400
"men","1861 Hallsberg","2010",25300
"men","1861 Hallsberg","2011",25600
"men","1861 Hallsberg","2012",26000
"men","1861 Hallsberg","2013",26700
"men","1861 Hallsberg","2014",27200
"men","1861 Hallsberg","2015",27300
"men","1861 Hallsberg","2016",28500
"men","1861 Hallsberg","2017",29100
"men","1861 Hallsberg","2018",29600
"men","1861 Hallsberg","2019",30000
"men","1861 Hallsberg","2020",30600
"men","1862 Degerfors","2007",23600
"men","1862 Degerfors","2008",24700
"men","1862 Degerfors","2009",25600
"men","1862 Degerfors","2010",26000
"men","1862 Degerfors","2011",25900
"men","1862 Degerfors","2012",26500
"men","1862 Degerfors","2013",27500
"men","1862 Degerfors","2014",28000
"men","1862 Degerfors","2015",28300
"men","1862 Degerfors","2016",28700
"men","1862 Degerfors","2017",29700
"men","1862 Degerfors","2018",30200
"men","1862 Degerfors","2019",31400
"men","1862 Degerfors","2020",32100
"men","1863 Hällefors","2007",23100
"men","1863 Hällefors","2008",24200
"men","1863 Hällefors","2009",23600
"men","1863 Hällefors","2010",24200
"men","1863 Hällefors","2011",25100
"men","1863 Hällefors","2012",25200
"men","1863 Hällefors","2013",25400
"men","1863 Hällefors","2014",26600
"men","1863 Hällefors","2015",26200
"men","1863 Hällefors","2016",26500
"men","1863 Hällefors","2017",26900
"men","1863 Hällefors","2018",27000
"men","1863 Hällefors","2019",27400
"men","1863 Hällefors","2020",27900
"men","1864 Ljusnarsberg","2007",23600
"men","1864 Ljusnarsberg","2008",25300
"men","1864 Ljusnarsberg","2009",26700
"men","1864 Ljusnarsberg","2010",27200
"men","1864 Ljusnarsberg","2011",25400
"men","1864 Ljusnarsberg","2012",24500
"men","1864 Ljusnarsberg","2013",26200
"men","1864 Ljusnarsberg","2014",26400
"men","1864 Ljusnarsberg","2015",27100
